clade_name	clade_taxid	SX9	SX99	SX98	SX97	SX96	SX95	SX94	SX93	SX92	SX91	SX90	SX8	SX89	SX88	SX87	SX86	SX85	SX84	SX83	SX82	SX81	SX80	SX7	SX79	SX78	SX77	SX76	SX75	SX74	SX73	SX71	SX70	SX6	SX69	SX68	SX67	SX66	SX65	SX64	SX63	SX62	SX61	SX60	SX5	SX59	SX58	SX57	SX56	SX55	SX54	SX53	SX52	SX51	SX50	SX4	SX49	SX48	SX47	SX46	SX45	SX44	SX43	SX42	SX41	SX40	SX3	SX39	SX38	SX37	SX36	SX35	SX34	SX33	SX32	SX31	SX30	SX2	SX29	SX28	SX27	SX26	SX25	SX24	SX23	SX22	SX21	SX20	SX1	SX19	SX18	SX17	SX16	SX15	SX14	SX142	SX141	SX140	SX13	SX139	SX138	SX137	SX136	SX135	SX134	SX12	SX10	SX105	SX104	SX103	SX102	SX101	SX100	MH133	MH132	MH131	MH130	MH129	MH128	MH127	MH126	MH125	MH124	MH123	MH122	MH121	MH120	MH119	MH118	MH117	MH116	MH115	MH114	MH113	MH112	MH111	MH110	MH109	MH108	MH107	MH106
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_oralis	2157|28890|183925|2158|2159|2172|66851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_oralis|t__SGB720	2157|28890|183925|2158|2159|2172|66851|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	2157|28890|183925|2158|2159|2172|2173	511.0	0	0	0	0	0	724.0	0	0	0	111584.0	0	0	36672.0	703172.0	0	0	127262.0	0	0	3197.0	563857.0	7557.0	0	0	0	0	27811.0	86916.0	0	1494.0	198724.0	0	0	4826.0	1605.0	5570.0	0	0	41477.0	0	0	70257.0	0	0	78261.0	14511.0	49242.0	81439.0	0	0	4096.0	0	423.0	125371.0	0	109292.0	24561.0	0	0	0	0	0	30359.0	0	8586.0	0	0	0	0	0	281.0	9449.0	0	0	0	2822.0	50218.0	1684.0	0	0	0	0	0	0	0	0	14390.0	7574.0	0	0	209726.0	0	0	251.0	0	10984.0	0	0	0	379477.0	0	0	0	38631.0	0	0	0	9900.0	0	0	0	0	0	117515.0	2959.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714_group	2157|28890|183925|2158|2159|2172|2173|	511.0	0	0	0	0	0	724.0	0	0	0	111584.0	0	0	36672.0	703172.0	0	0	127262.0	0	0	3197.0	563857.0	7557.0	0	0	0	0	27811.0	86916.0	0	1494.0	198724.0	0	0	4826.0	1605.0	5570.0	0	0	41477.0	0	0	70257.0	0	0	78261.0	14511.0	49242.0	81439.0	0	0	4096.0	0	423.0	125371.0	0	109292.0	24561.0	0	0	0	0	0	30359.0	0	8586.0	0	0	0	0	0	281.0	9449.0	0	0	0	2822.0	50218.0	1684.0	0	0	0	0	0	0	0	0	14390.0	7574.0	0	0	209726.0	0	0	251.0	0	10984.0	0	0	0	379477.0	0	0	0	38631.0	0	0	0	9900.0	0	0	0	0	0	117515.0	2959.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	2157|28890|183925|2158|2159|2316	0	0	0	0	0	131866.0	0	5665.0	0	0	0	0	0	0	55620.0	0	0	40486.0	91345.0	0	233626.0	42435.0	26942.0	103333.0	0	0	0	20501.0	0	0	0	0	13181.0	22117.0	0	2787.0	0	0	0	29950.0	120105.0	1992.0	0	0	0	1086.0	0	44690.0	80298.0	0	0	63262.0	0	21278.0	2545.0	0	219741.0	0	0	0	0	15779.0	0	102482.0	0	27284.0	0	0	0	2616.0	0	924.0	0	790.0	0	0	0	0	24742.0	0	0	0	0	2472.0	0	0	0	11340.0	0	0	551.0	0	0	0	0	0	0	0	5388.0	5881.0	157274.0	0	418762.0	0	0	0	0	0	839.0	0	0	0	0	0	0	2041.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99021.0	765.0	0	0	0	53970.0	0	0	839.0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_cuniculi	2157|28890|183925|2158|2159|2316|1077256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2616.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_cuniculi|t__SGB696	2157|28890|183925|2158|2159|2316|1077256|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2616.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2157|28890|183925|2158|2159|2316|2317	0	0	0	0	0	131866.0	0	5665.0	0	0	0	0	0	0	55620.0	0	0	40486.0	91345.0	0	233626.0	42435.0	26942.0	103333.0	0	0	0	20501.0	0	0	0	0	13181.0	22117.0	0	2787.0	0	0	0	29950.0	120105.0	1992.0	0	0	0	1086.0	0	44690.0	80298.0	0	0	63262.0	0	21278.0	2545.0	0	219741.0	0	0	0	0	15779.0	0	102482.0	0	27284.0	0	0	0	0	0	924.0	0	790.0	0	0	0	0	24742.0	0	0	0	0	2472.0	0	0	0	11340.0	0	0	551.0	0	0	0	0	0	0	0	5388.0	5881.0	157274.0	0	418762.0	0	0	0	0	0	839.0	0	0	0	0	0	0	2041.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99021.0	765.0	0	0	0	53970.0	0	0	839.0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__SGB698	2157|28890|183925|2158|2159|2316|2317|	0	0	0	0	0	131866.0	0	5665.0	0	0	0	0	0	0	55620.0	0	0	40486.0	91345.0	0	233626.0	42435.0	26942.0	103333.0	0	0	0	20501.0	0	0	0	0	13181.0	22117.0	0	2787.0	0	0	0	29950.0	120105.0	1992.0	0	0	0	1086.0	0	44690.0	80298.0	0	0	63262.0	0	21278.0	2545.0	0	219741.0	0	0	0	0	15779.0	0	102482.0	0	27284.0	0	0	0	0	0	924.0	0	790.0	0	0	0	0	24742.0	0	0	0	0	2472.0	0	0	0	11340.0	0	0	551.0	0	0	0	0	0	0	0	5388.0	5881.0	157274.0	0	418762.0	0	0	0	0	0	839.0	0	0	0	0	0	0	2041.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99021.0	765.0	0	0	0	53970.0	0	0	839.0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	2157|28890|224756	0	0	103.0	0	0	0	0	0	233.0	769.0	542.0	0	397.0	0	0	230.0	0	0	0	0	0	0	0	0	144.0	0	0	0	0	0	0	0	0	0	0	0	3400.0	0	513.0	0	0	0	0	0	0	0	0	0	0	380.0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	0	1510.0	0	0	0	0	858.0	0	0	0	0	233.0	0	0	0	0	0	0	0	0	0	0	0	0	10401.0	0	0	0	0	0	0	0	0	0	0	2427.0	841.0	0	0	0	0	3586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	2157|28890|224756|2191	0	0	103.0	0	0	0	0	0	233.0	769.0	542.0	0	397.0	0	0	230.0	0	0	0	0	0	0	0	0	144.0	0	0	0	0	0	0	0	0	0	0	0	3400.0	0	513.0	0	0	0	0	0	0	0	0	0	0	380.0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	0	1510.0	0	0	0	0	858.0	0	0	0	0	233.0	0	0	0	0	0	0	0	0	0	0	0	0	10401.0	0	0	0	0	0	0	0	0	0	0	2427.0	841.0	0	0	0	0	3586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiales_unclassified	2157|28890|224756|2191|	0	0	103.0	0	0	0	0	0	233.0	769.0	542.0	0	397.0	0	0	230.0	0	0	0	0	0	0	0	0	144.0	0	0	0	0	0	0	0	0	0	0	0	3400.0	0	513.0	0	0	0	0	0	0	0	0	0	0	380.0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	0	1510.0	0	0	0	0	858.0	0	0	0	0	233.0	0	0	0	0	0	0	0	0	0	0	0	0	10401.0	0	0	0	0	0	0	0	0	0	0	2427.0	841.0	0	0	0	0	3586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiales_unclassified|g__GGB12828	2157|28890|224756|2191||	0	0	103.0	0	0	0	0	0	233.0	769.0	542.0	0	397.0	0	0	230.0	0	0	0	0	0	0	0	0	144.0	0	0	0	0	0	0	0	0	0	0	0	3400.0	0	513.0	0	0	0	0	0	0	0	0	0	0	380.0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	0	1510.0	0	0	0	0	858.0	0	0	0	0	233.0	0	0	0	0	0	0	0	0	0	0	0	0	10401.0	0	0	0	0	0	0	0	0	0	0	2427.0	841.0	0	0	0	0	3586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiales_unclassified|g__GGB12828|s__GGB12828_SGB19946	2157|28890|224756|2191|||	0	0	103.0	0	0	0	0	0	233.0	769.0	542.0	0	397.0	0	0	230.0	0	0	0	0	0	0	0	0	144.0	0	0	0	0	0	0	0	0	0	0	0	3400.0	0	513.0	0	0	0	0	0	0	0	0	0	0	380.0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	0	1510.0	0	0	0	0	858.0	0	0	0	0	233.0	0	0	0	0	0	0	0	0	0	0	0	0	10401.0	0	0	0	0	0	0	0	0	0	0	2427.0	841.0	0	0	0	0	3586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiales_unclassified|g__GGB12828|s__GGB12828_SGB19946|t__SGB19946	2157|28890|224756|2191||||	0	0	103.0	0	0	0	0	0	233.0	769.0	542.0	0	397.0	0	0	230.0	0	0	0	0	0	0	0	0	144.0	0	0	0	0	0	0	0	0	0	0	0	3400.0	0	513.0	0	0	0	0	0	0	0	0	0	0	380.0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	0	1510.0	0	0	0	0	858.0	0	0	0	0	233.0	0	0	0	0	0	0	0	0	0	0	0	0	10401.0	0	0	0	0	0	0	0	0	0	0	2427.0	841.0	0	0	0	0	3586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	2	29027956.0	27639095.0	27914553.0	31684527.0	20574160.0	26043201.0	27602942.0	24549576.0	21595775.0	25660077.0	24244001.0	27318039.0	24427948.0	28869511.0	26570153.0	27283414.0	31629609.0	27753826.0	25236127.0	29249454.0	27347872.0	28034327.0	33108784.0	29089992.0	33040587.0	27883355.0	29637873.0	26279237.0	30181780.0	28346120.0	31361677.0	27750208.0	28928808.0	26731088.0	28640848.0	31639188.0	26997065.0	28302623.0	28623525.0	30138129.0	26854562.0	30255982.0	27493685.0	28841984.0	26857780.0	30848155.0	29400744.0	28813908.0	29841073.0	36155135.0	30557407.0	28776991.0	30525596.0	28161937.0	29217941.0	34034558.0	34799668.0	29990170.0	34595544.0	32018051.0	33709364.0	33637626.0	37209740.0	38829198.0	36662841.0	34113082.0	29665135.0	38026087.0	33429577.0	32256433.0	32484421.0	29810085.0	30990330.0	34175399.0	33137719.0	26421723.0	28324147.0	32975491.0	29881283.0	31349413.0	34621699.0	30642891.0	30188881.0	30711238.0	31258147.0	29018318.0	32397380.0	32627755.0	27183579.0	30771063.0	34039985.0	26395510.0	23722818.0	28300442.0	23207950.0	24964966.0	28785210.0	35305413.0	26612217.0	27263913.0	31608957.0	26486495.0	36429748.0	32048124.0	26888888.0	31883390.0	38223303.0	24856837.0	29041374.0	33977870.0	31045449.0	28249420.0	37357965.0	25375118.0	20843099.0	33717519.0	23575895.0	25696116.0	28370385.0	32449844.0	31063717.0	35189987.0	32729931.0	33278920.0	29274252.0	31593276.0	26376442.0	31159608.0	31054005.0	30718700.0	30986541.0	30458454.0	28024832.0	30952704.0	31889503.0	27790413.0	28450353.0	31332841.0	34523350.0	26847239.0
k__Bacteria|p__Actinobacteria	2|201174	160247.0	67365.0	155204.0	100017.0	69248.0	167939.0	155472.0	584072.0	124679.0	36469.0	338418.0	115832.0	67802.0	81903.0	19318.0	106251.0	136843.0	35936.0	396145.0	61185.0	372442.0	54111.0	257376.0	149620.0	49915.0	569561.0	120765.0	234548.0	91040.0	240712.0	131111.0	123715.0	121388.0	77662.0	453907.0	1145125.0	239881.0	46645.0	61890.0	73440.0	161858.0	113382.0	235910.0	248612.0	187538.0	19741.0	321312.0	54290.0	200067.0	97836.0	84755.0	205055.0	513388.0	55373.0	189290.0	204177.0	212863.0	48854.0	77146.0	58014.0	248178.0	100009.0	167128.0	111117.0	108919.0	109405.0	142163.0	62271.0	50602.0	201772.0	174588.0	194798.0	283854.0	97623.0	66141.0	149706.0	206455.0	113117.0	70457.0	126375.0	20079.0	459749.0	206994.0	133783.0	99126.0	138979.0	174142.0	210733.0	370930.0	189523.0	165942.0	34800.0	262665.0	325397.0	162025.0	280988.0	667862.0	61091.0	284226.0	245986.0	125554.0	273653.0	499506.0	101767.0	86750.0	212526.0	0	196407.0	35500.0	85876.0	54549.0	69820.0	141065.0	188210.0	487456.0	89119.0	48566.0	130972.0	64139.0	76949.0	120214.0	213516.0	67003.0	114784.0	185281.0	196167.0	154128.0	136025.0	104623.0	105000.0	259735.0	103578.0	184080.0	110367.0	163779.0	93454.0	134768.0	127037.0	73599.0	64353.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0	6091.0	537.0	3860.0	730.0	457.0	7068.0	987.0	3865.0	6533.0	1016.0	0	0	2380.0	0	0	50474.0	1719.0	0	0	0	808.0	3288.0	456.0	1505.0	34808.0	243.0	381.0	0	0	0	0	7576.0	0	158848.0	947594.0	28673.0	0	240.0	11.0	10156.0	31481.0	0	601.0	115207.0	0	1708.0	492.0	0	0	0	0	28161.0	0	0	2338.0	0	578.0	0	268.0	7181.0	0	4000.0	0	0	0	607.0	184.0	0	12515.0	136.0	11915.0	42012.0	0	211.0	0	0	2400.0	33618.0	20414.0	338.0	350545.0	2003.0	0	478.0	5714.0	0	0	0	70.0	123.0	0	226954.0	35735.0	4687.0	1452.0	0	893.0	14398.0	4636.0	4613.0	3480.0	151225.0	0	0	225.0	0	2759.0	0	2644.0	0	80.0	3840.0	2943.0	4596.0	0	0	0	2703.0	0	0	47799.0	453.0	0	18377.0	8805.0	0	1033.0	11341.0	14838.0	0	0	26494.0	0	6430.0	0	52.0	2518.0	103.0	675.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0	0	537.0	0	299.0	0	0	0	3865.0	0	0	0	0	0	0	0	0	762.0	0	0	0	0	0	456.0	0	2917.0	0	381.0	0	0	0	0	0	0	0	59913.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1764.0	0	0	65.0	0	0	0	0	2050.0	323.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0	0	537.0	0	299.0	0	0	0	3865.0	0	0	0	0	0	0	0	0	762.0	0	0	0	0	0	456.0	0	2917.0	0	381.0	0	0	0	0	0	0	0	59913.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1764.0	0	0	65.0	0	0	0	0	2050.0	323.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0	299.0	0	0	0	0	0	0	0	0	0	0	0	0	762.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0	0	0	0	299.0	0	0	0	0	0	0	0	0	0	0	0	0	762.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__SGB15892	2|201174|1760|2037|2049|76833|712888|	0	0	0	0	299.0	0	0	0	0	0	0	0	0	0	0	0	0	762.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	0	0	537.0	0	0	0	0	0	3865.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456.0	0	2917.0	0	381.0	0	0	0	0	0	0	0	9249.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1764.0	0	0	65.0	0	0	0	0	2050.0	323.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_dentalis	2|201174|1760|2037|2049|1654|272548	0	0	0	0	0	0	0	0	3865.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_dentalis|t__SGB15877	2|201174|1760|2037|2049|1654|272548|	0	0	0	0	0	0	0	0	3865.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	2|201174|1760|2037|2049|1654|544581	0	0	537.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii|t__SGB15887	2|201174|1760|2037|2049|1654|544581|	0	0	537.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_mediterranea	2|201174|1760|2037|2049|1654|1871028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_mediterranea|t__SGB33770	2|201174|1760|2037|2049|1654|1871028|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
